rank,university,country,student_pop,student_staff_ratio,intl_students_pct,female_male_ratio,overall_score,teaching,research_env,research_qual,industry,intl_outlook,year,female_pct
422.0,Gwangju Institute of Science and Technology (GIST),South Korea,1795.0,9.5,7,26 : 74,48.17,48.5,39.6,50.3,99.9,43.9,2024,26.0
423.0,École des Ponts ParisTech,France,1992.0,8.7,39,31 : 69,48.138,43.9,30.3,55.7,87.2,82.7,2024,31.0
424.0,King Saud University,Saudi Arabia,50906.0,11.9,6,43:57:00,48.122,31.4,19.9,84.5,48.7,77.2,2024,43.0
425.0,Iran University of Science and Technology,Iran,14679.0,32.7,1,35 : 65,48.0965,33.6,37.4,75.2,73.9,24.3,2024,35.0
426.0,University of Vaasa,Finland,3927.0,18.8,4,53:47:00,48.0905,22.0,27.7,90.3,39.5,65.3,2024,53.0
427.0,University of Nebraska-Lincoln,United States,23920.0,16.6,9,49:51:00,48.0625,33.8,31.1,71.5,67.0,65.9,2024,49.0
428.0,Dalian University of Technology,China,37389.0,14.5,3,,47.98199999999999,37.0,35.0,68.1,86.8,40.2,2024,
429.0,University of Greifswald,Germany,10366.0,21.1,8,59:41:00,47.974,35.5,29.9,73.8,60.2,57.1,2024,59.0
430.0,Virginia Commonwealth University,United States,25944.0,10.6,3,63:37:00,47.9515,36.4,23.2,82.8,72.7,36.5,2024,63.0
431.0,Missouri University of Science and Technology,United States,7271.0,21.6,9,24 : 76,47.951,33.2,28.7,69.6,88.1,72.4,2024,24.0
432.0,University of Guelph,Canada,22936.0,27.3,10,59:41:00,47.9365,32.6,36.2,66.2,78.1,64.5,2024,59.0
433.0,Johannes Kepler University of Linz,Austria,6803.0,20.8,16,50:50:00,47.90749999999999,36.8,35.4,58.2,98.7,71.7,2024,50.0
434.0,University of Oregon,United States,21185.0,13.0,6,55:45:00,47.8875,31.1,30.5,79.4,70.2,43.2,2024,55.0
435.0,University of Fribourg,Switzerland,6961.0,16.0,15,64:36:00,47.86450000000001,36.8,33.2,63.2,54.7,83.1,2024,64.0
436.0,University of Porto,Portugal,36386.0,16.9,17,54:46:00,47.824,31.3,35.4,71.1,66.3,57.9,2024,54.0
437.0,University of Marburg,Germany,24644.0,32.7,14,56:44:00,47.76899999999999,36.7,31.4,68.8,63.1,62.3,2024,56.0
438.0,SOAS University of London,United Kingdom,4845.0,14.9,45,65:35:00,47.7205,42.5,36.1,60.2,15.6,80.4,2024,65.0
439.0,Verona University,Italy,20968.0,26.0,4,64:36:00,47.69,29.6,26.2,84.1,67.0,46.0,2024,64.0
440.0,IMT Atlantique,France,1683.0,9.4,37,25 : 75,47.65749999999999,47.5,36.5,43.6,90.5,84.8,2024,25.0
441.0,"Colorado State University, Fort Collins",United States,27786.0,16.2,5,56:44:00,47.637,33.4,31.7,74.4,69.4,46.6,2024,56.0
442.0,University of Stirling,United Kingdom,10650.0,18.7,28,64:36:00,47.598,23.0,26.2,82.4,41.0,91.4,2024,64.0
443.0,National Taiwan University of Science and Technology (Taiwan Tech),Taiwan,9221.0,18.5,19,30 : 70,47.59299999999999,33.2,36.9,63.8,93.2,56.4,2024,30.0
444.0,University of Lisbon,Portugal,49847.0,18.0,16,53:47:00,47.5775,29.6,38.0,69.9,64.7,56.9,2024,53.0
445.0,Victoria University of Wellington,New Zealand,18231.0,19.4,17,58:42:00,47.5045,28.6,34.1,69.4,58.4,80.3,2024,58.0
446.0,Institut Agro,France,3117.0,10.8,13,60:40:00,47.3415,43.8,32.6,60.2,59.6,60.3,2024,60.0
447.0,Syracuse University,United States,19214.0,14.1,21,53:47:00,47.2845,33.8,28.2,73.3,72.7,56.5,2024,53.0
448.0,Universiti Utara Malaysia,Malaysia,12229.0,11.5,30,73:27:00,47.26850000000001,38.4,27.6,69.7,28.1,78.7,2024,73.0
449.0,University of Turin,Italy,63232.0,29.5,6,61:39:00,47.2525,23.0,30.1,84.5,74.4,45.5,2024,61.0
450.0,University of South Carolina-Columbia,United States,32770.0,16.9,5,56:44:00,47.23049999999999,35.9,24.6,75.1,63.4,59.2,2024,56.0
451.0,Bournemouth University,United Kingdom,14260.0,19.1,21,53:47:00,47.184,23.2,21.1,86.7,38.4,89.0,2024,53.0
452.0,Lincoln University,New Zealand,2562.0,14.5,33,52:48:00,47.15149999999999,33.9,26.7,68.4,49.7,92.0,2024,52.0
453.0,Royal Veterinary College,United Kingdom,2275.0,10.3,32,80:20:00,47.1095,30.0,20.7,75.6,61.1,95.1,2024,80.0
454.0,Bauman Moscow State Technical University,Russian Federation,16061.0,6.6,18,42:58:00,47.02799999999999,71.7,43.9,22.1,51.7,59.3,2024,42.0
455.0,Polytechnic University of Turin,Italy,30497.0,31.9,15,30 : 70,46.99150000000001,29.7,30.2,73.5,85.8,53.2,2024,30.0
456.0,Auckland University of Technology,New Zealand,18592.0,17.7,46,60:40:00,46.931,23.8,21.2,84.0,40.8,92.4,2024,60.0
457.0,University of Central Florida,United States,65269.0,39.1,4,57:43:00,46.91799999999999,28.5,34.4,74.7,78.3,39.9,2024,57.0
458.0,Claude Bernard University Lyon 1,France,27444.0,12.7,14,55:45:00,46.877,40.3,27.1,65.0,71.3,63.7,2024,55.0
459.0,Charles University,Czech Republic,51728.0,13.4,23,62:38:00,46.8715,38.8,33.1,61.9,60.1,64.7,2024,62.0
460.0,University of Johannesburg,South Africa,31721.0,26.5,13,55:45:00,46.871,28.6,36.3,66.8,44.8,81.0,2024,55.0
461.0,Bond University,Australia,3170.0,11.2,34,54:46:00,46.8645,28.2,23.1,82.5,23.1,82.3,2024,54.0
462.0,"University of California, Merced",United States,9170.0,19.6,9,51:49:00,46.749,26.2,23.9,86.8,48.1,55.0,2024,51.0
463.0,Pontificia Universidad Católica de Chile,Chile,30448.0,15.0,3,,46.719,29.7,34.3,67.6,84.7,57.9,2024,
464.0,Centrale Nantes,France,1678.0,14.8,39,25 : 75,46.7015,40.7,33.4,50.6,81.1,87.8,2024,25.0
465.0,Saint Louis University,United States,11041.0,7.3,6,61:39:00,46.6955,41.1,16.3,80.9,60.6,42.0,2024,61.0
466.0,University of Modena and Reggio Emilia,Italy,21836.0,27.0,5,54:46:00,46.681,32.0,24.6,79.6,80.3,40.2,2024,54.0
467.0,University of Passau,Germany,8536.0,58.2,13,60:40:00,46.6805,31.5,36.5,66.5,62.2,58.2,2024,60.0
468.0,Universiti Kebangsaan Malaysia,Malaysia,16764.0,10.1,18,57:43:00,46.667,45.7,27.8,58.7,47.4,74.9,2024,57.0
469.0,Victoria University,Australia,14113.0,40.0,19,57:43:00,46.6345,27.4,29.9,73.1,57.2,75.5,2024,57.0
470.0,Rensselaer Polytechnic Institute,United States,7496.0,15.3,20,31 : 69,46.61500000000001,34.1,30.3,60.9,89.9,78.7,2024,31.0
471.0,Charles Darwin University,Australia,7313.0,33.6,27,71:29:00,46.483,24.8,32.5,73.9,36.3,81.6,2024,71.0
472.0,Bangor University,United Kingdom,8130.0,14.8,23,61:39:00,46.476000000000006,27.6,25.3,72.7,64.3,88.2,2024,61.0
473.0,"Asia University, Taiwan",Taiwan,11431.0,29.5,4,63:37:00,46.41049999999999,18.3,36.6,80.6,63.2,49.2,2024,63.0
474.0,Chung-Ang University,South Korea,18193.0,22.4,23,,46.396,37.4,38.4,52.0,98.3,62.6,2024,
475.0,Georgia State University,United States,30821.0,15.7,7,61:39:00,46.36149999999999,35.0,25.4,72.6,65.2,57.1,2024,61.0
476.0,Constructor University Bremen,Germany,1534.0,22.1,83,42:58:00,46.308,36.7,35.9,48.9,84.7,93.5,2024,42.0
477.0,Universiti Sains Malaysia,Malaysia,24850.0,12.1,28,63:37:00,46.258,42.9,27.8,60.0,53.7,71.9,2024,63.0
478.0,University of Hull,United Kingdom,12305.0,18.0,21,56:44:00,46.217000000000006,27.4,24.3,74.3,59.8,85.4,2024,56.0
479.0,HSE University,Russian Federation,34656.0,18.6,12,,46.213,34.4,44.0,57.3,56.5,51.4,2024,
480.0,Stevens Institute of Technology,United States,6393.0,18.6,30,29 : 71,46.2085,26.9,25.3,74.6,62.4,80.8,2024,29.0
481.0,Florida International University,United States,35006.0,22.4,9,60:40:00,46.187000000000005,31.0,29.3,74.2,61.5,51.0,2024,60.0
482.0,Universiti Brunei Darussalam,Brunei Darussalam,3503.0,11.3,14,66:34:00,46.182,28.5,28.9,76.0,22.9,75.7,2024,66.0
483.0,Maynooth University,Ireland,11885.0,28.5,12,56:44:00,46.16949999999999,21.1,30.7,77.0,58.3,74.8,2024,56.0
484.0,Mizzou - University of Missouri,United States,25993.0,12.3,3,55:45:00,46.133,40.6,26.0,66.0,69.9,53.6,2024,55.0
485.0,University of Plymouth,United Kingdom,15675.0,17.1,16,59:41:00,46.088,24.4,21.9,79.5,66.1,80.6,2024,59.0
486.0,Quaid-i-Azam University,Pakistan,11386.0,20.3,1,45:55:00,45.95399999999999,29.7,24.1,84.2,22.9,53.7,2024,45.0
487.0,University of Tehran,Iran,54890.0,26.6,2,0.274305556,45.86750000000001,37.7,28.4,71.9,60.5,33.6,2024,21.53
488.0,University of Neuchâtel,Switzerland,4379.0,11.8,21,61:39:00,45.779500000000006,31.8,26.4,67.2,53.5,85.9,2024,61.0
489.0,University of Portsmouth,United Kingdom,23625.0,16.8,29,47:53:00,45.7765,20.0,20.0,84.5,40.6,94.7,2024,47.0
490.0,"Goldsmiths, University of London",United Kingdom,8780.0,14.5,38,66:34:00,45.773,29.2,25.2,75.4,28.9,81.0,2024,66.0
491.0,Tokyo Medical and Dental University (TMDU),Japan,2990.0,4.4,12,57:43:00,45.7585,46.7,31.3,53.4,99.0,39.0,2024,57.0
492.0,University of Coimbra,Portugal,21767.0,18.4,15,57:43:00,45.5035,31.4,38.2,59.9,78.0,54.3,2024,57.0
493.0,University of Catania,Italy,26717.0,22.2,3,57:43:00,45.4785,32.4,22.7,81.2,59.0,34.9,2024,57.0
494.0,New Jersey Institute of Technology,United States,9981.0,14.5,24,27 : 73,45.47,27.4,23.5,69.2,69.8,93.6,2024,27.0
495.0,Imam Mohammad Ibn Saud Islamic University,Saudi Arabia,42107.0,10.5,3,39 : 61,45.42399999999999,43.4,23.4,65.8,21.5,69.8,2024,39.0
496.0,University of Limerick,Ireland,14640.0,27.1,15,50:50:00,45.422,27.1,32.6,64.1,75.9,76.1,2024,50.0
497.0,Prince Sultan University (PSU),Saudi Arabia,5982.0,17.4,11,56:44:00,45.42,18.4,20.5,87.0,37.8,85.8,2024,56.0
498.0,University of Brescia,Italy,14615.0,24.2,6,47:53:00,45.4195,24.4,19.2,89.3,62.4,44.9,2024,47.0
499.0,University of Toulouse,France,111949.0,22.9,15,56:44:00,45.394,29.4,30.2,65.7,70.2,72.6,2024,56.0
500.0,Campus Bio-Medico University of Rome,Italy,2210.0,18.4,1,62:38:00,45.374,32.6,29.0,76.9,48.8,31.0,2024,62.0
501.0,Université du Québec,Canada,51748.0,18.4,11,58:42:00,45.33599999999999,33.7,33.8,57.2,71.5,74.3,2024,58.0
502.0,Shanghai University,China,38015.0,13.0,6,51:49:00,45.2805,31.8,38.0,62.7,71.3,42.9,2024,51.0
503.0,Leuphana University of Lüneburg,Germany,7773.0,22.5,7,62:38:00,45.2705,25.5,22.9,85.3,25.8,59.8,2024,62.0
504.0,University of Alaska Fairbanks,United States,2829.0,7.9,6,55:45:00,45.255,34.5,31.0,63.1,47.5,70.1,2024,55.0
505.0,University of Canterbury,New Zealand,16102.0,22.0,18,52:48:00,45.2285,28.6,30.9,62.4,68.2,85.1,2024,52.0
506.0,University of Iceland,Iceland,9899.0,17.0,12,68:32:00,45.152,23.4,34.0,70.6,75.6,55.8,2024,68.0
507.0,University of Cyprus,Cyprus,6907.0,20.0,14,61:39:00,45.109,22.5,25.8,75.3,64.3,77.7,2024,61.0
508.0,Concordia University,Canada,36749.0,34.6,34,50:50:00,45.0855,25.7,29.3,66.2,66.3,86.6,2024,50.0
509.0,University of Klagenfurt,Austria,3479.0,10.0,31,67:33:00,45.044,31.2,19.4,72.4,48.1,87.6,2024,67.0
510.0,Brighton and Sussex Medical School,United Kingdom,25.0,0.3,26,60:40:00,45.0415,26.6,22.0,74.4,37.8,93.1,2024,60.0
511.0,University of Messina,Italy,13509.0,21.1,3,63:37:00,45.002,30.5,25.3,79.1,59.5,34.1,2024,63.0
512.0,Middlesex University,United Kingdom,15545.0,18.3,50,59:41:00,44.968,22.8,18.5,80.0,46.8,93.4,2024,59.0
513.0,University of Houston,United States,47963.0,26.3,7,52:48:00,44.942,33.8,29.7,65.8,70.2,50.8,2024,52.0
514.0,University of Trieste,Italy,17196.0,26.0,7,57:43:00,44.9415,31.9,25.1,74.2,52.3,52.0,2024,57.0
515.0,Shoolini University of Biotechnology and Management Sciences,India,3251.0,15.3,1,47:53:00,44.851,27.6,17.9,85.2,17.7,70.0,2024,47.0
516.0,University of Eastern Finland,Finland,12237.0,18.5,5,67:33:00,44.817,28.9,31.2,69.7,67.4,48.5,2024,67.0
517.0,University of Nebraska Medical Center,United States,3318.0,2.0,7,71:29:00,44.72299999999999,36.9,16.4,77.8,66.1,41.3,2024,71.0
518.0,University of Valencia,Spain,49165.0,13.7,9,60:40:00,44.6775,28.9,25.6,75.7,58.2,49.2,2024,60.0
519.0,Shiraz University of Technology,Iran,1372.0,12.9,0,39 : 61,44.66850000000001,37.0,22.8,77.7,32.6,33.7,2024,39.0
520.0,Carleton University,Canada,29656.0,29.4,21,50:50:00,44.625,22.6,31.2,67.0,75.5,77.2,2024,50.0
521.0,National and Kapodistrian University of Athens,Greece,67934.0,34.0,11,59:41:00,44.62499999999999,22.6,23.9,77.3,89.8,56.6,2024,59.0
522.0,University of Bradford,United Kingdom,8970.0,19.5,31,57:43:00,44.591,23.3,22.4,73.8,58.1,90.1,2024,57.0
523.0,Ajou University,South Korea,7714.0,14.9,17,41:59:00,44.567,35.6,37.7,52.8,92.3,48.0,2024,41.0
524.0,King Khalid University,Saudi Arabia,32078.0,8.3,16,61:39:00,44.479000000000006,29.8,20.1,70.3,48.6,91.0,2024,61.0
525.0,"Soochow University, China",China,47295.0,15.8,3,52:48:00,44.4775,27.7,24.3,79.8,75.6,30.6,2024,52.0
526.0,Massey University,New Zealand,17883.0,17.4,27,64:36:00,44.461,28.7,28.2,60.5,77.6,87.5,2024,64.0
527.0,NOVA University of Lisbon,Portugal,22140.0,17.8,20,51:49:00,44.4355,29.5,33.7,61.5,71.5,62.0,2024,51.0
528.0,University of Wuppertal,Germany,14699.0,35.4,10,54:46:00,44.332,29.8,29.8,67.3,64.6,55.0,2024,54.0
529.0,University of KwaZulu-Natal,South Africa,33039.0,27.6,2,60:40:00,44.275,31.5,34.8,63.7,39.7,55.9,2024,60.0
530.0,University of Ferrara,Italy,23010.0,34.8,5,62:38:00,44.2715,29.6,24.9,74.3,66.9,44.7,2024,62.0
531.0,Mahatma Gandhi University,India,2045.0,20.5,2,60:40:00,44.2205,38.8,38.1,62.3,23.2,28.1,2024,60.0
532.0,University of Siena,Italy,13115.0,18.1,10,63:37:00,44.21750000000001,25.0,25.6,75.9,74.9,48.7,2024,63.0
533.0,Keele University,United Kingdom,9610.0,15.8,15,60:40:00,44.20799999999999,21.5,24.6,73.3,66.1,81.3,2024,60.0
534.0,American University of Beirut,Lebanon,8722.0,8.7,20,49:51:00,44.11,29.7,17.9,73.5,66.0,72.9,2024,49.0
535.0,Rush University,United States,2848.0,2.1,1,76:24:00,44.109,41.3,14.2,78.0,56.0,28.9,2024,76.0
536.0,Northumbria University,United Kingdom,23815.0,16.1,22,54:46:00,44.0315,21.5,22.7,75.8,40.4,90.0,2024,54.0
537.0,Aberystwyth University,United Kingdom,6180.0,15.6,23,51:49:00,44.022,26.3,23.0,68.5,62.4,87.3,2024,51.0
538.0,Wayne State University,United States,22523.0,13.0,5,61:39:00,44.021,36.4,20.4,70.2,79.3,41.8,2024,61.0
539.0,Anglia Ruskin University (ARU),United Kingdom,17200.0,24.1,41,61:39:00,43.95099999999999,20.2,16.3,84.8,19.0,94.2,2024,61.0
540.0,Babol Noshirvani University of Technology,Iran,5815.0,26.7,0,34 : 66,43.931,21.5,21.5,94.4,28.4,25.3,2024,34.0
541.0,Kyungpook National University,South Korea,18432.0,20.1,14,45:55:00,43.906,33.2,38.1,51.5,96.2,50.2,2024,45.0
542.0,University of Huddersfield,United Kingdom,14270.0,19.8,26,58:42:00,43.8945,28.3,25.0,66.3,44.4,88.4,2024,58.0
543.0,University of Mons,Belgium,8132.0,28.1,18,56:44:00,43.8335,24.8,32.5,63.9,64.0,71.5,2024,56.0
544.0,Ca’ Foscari University of Venice,Italy,15053.0,29.5,7,66:34:00,43.769,34.2,36.3,52.8,64.7,63.0,2024,66.0
545.0,Nottingham Trent University,United Kingdom,32545.0,15.4,21,55:45:00,43.763,20.7,14.3,84.6,37.3,88.5,2024,55.0
546.0,Tomsk State University,Russian Federation,7930.0,11.6,37,,43.7385,49.2,40.0,31.8,53.8,79.1,2024,
547.0,Istanbul Technical University,Turkey,19055.0,25.8,14,42:58:00,43.642,35.8,36.6,51.8,87.3,45.8,2024,42.0
548.0,Complutense University of Madrid,Spain,59814.0,11.8,10,62:38:00,43.64099999999999,40.3,29.4,58.8,52.1,46.7,2024,62.0
549.0,University of Greenwich,United Kingdom,17095.0,21.8,46,58:42:00,43.612,17.8,17.5,81.2,40.9,97.2,2024,58.0
550.0,University of L’Aquila,Italy,18822.0,31.7,5,55:45:00,43.6075,32.1,22.8,73.2,70.9,36.4,2024,55.0
551.0,University of Pretoria,South Africa,37315.0,22.1,6,59:41:00,43.562,31.2,34.3,56.7,69.9,61.4,2024,59.0
552.0,Jamia Millia Islamia,India,10235.0,11.2,4,52:48:00,43.488,41.1,14.4,75.7,37.5,39.7,2024,52.0
553.0,University of Nicosia,Cyprus,4754.0,13.0,54,53:47:00,43.47899999999999,22.6,21.0,76.1,26.3,91.2,2024,53.0
554.0,University of Tabriz,Iran,20177.0,26.7,4,52:48:00,43.4765,26.7,23.4,80.1,43.1,40.8,2024,52.0
555.0,Universiti Putra Malaysia,Malaysia,19001.0,11.3,27,65:35:00,43.4735,36.0,30.5,51.2,64.9,80.7,2024,65.0
556.0,Åbo Akademi University,Finland,5637.0,18.2,13,60:40:00,43.44799999999999,29.5,31.6,59.3,67.1,68.1,2024,60.0
557.0,Polytechnic University of Bari,Italy,10460.0,43.0,1,29 : 71,43.4425,23.0,27.6,76.9,59.9,42.5,2024,29.0
558.0,University of Windsor,Canada,14849.0,34.1,35,,43.3565,28.7,29.8,56.7,60.7,90.8,2024,
559.0,Graz University of Technology,Austria,6660.0,8.2,24,26 : 74,43.34649999999999,40.4,21.4,51.5,91.5,81.5,2024,26.0
560.0,Memorial University of Newfoundland,Canada,16318.0,15.1,23,55:45:00,43.243,27.5,24.5,60.9,83.2,85.7,2024,55.0
561.0,TU Braunschweig,Germany,18384.0,19.6,18,41:59:00,43.2125,34.5,24.0,61.5,77.0,60.6,2024,41.0
562.0,University of Graz,Austria,12830.0,12.6,17,66:34:00,43.1515,29.2,21.8,66.9,51.2,81.3,2024,66.0
563.0,Auburn University,United States,27670.0,18.2,8,50:50:00,43.0525,36.0,25.7,59.6,69.3,57.7,2024,50.0
564.0,National Cheng Kung University (NCKU),Taiwan,20971.0,15.9,11,37 : 63,43.031000000000006,35.4,39.2,47.2,100.0,40.8,2024,37.0
565.0,Nazarbayev University,Kazakhstan,5847.0,13.9,3,52:48:00,43.0065,25.4,29.5,65.9,40.4,74.3,2024,52.0
566.0,Yangzhou University,China,29221.0,12.5,13,63:37:00,42.998,32.8,24.6,64.9,66.7,54.0,2024,63.0
567.0,Beirut Arab University,Lebanon,4834.0,10.4,21,45:55:00,42.9905,48.5,24.6,47.3,18.6,88.2,2024,45.0
568.0,Manchester Metropolitan University,United Kingdom,30985.0,17.4,19,58:42:00,42.9855,20.5,18.5,77.4,57.7,80.6,2024,58.0
569.0,Edinburgh Napier University,United Kingdom,12415.0,22.4,34,52:48:00,42.98100000000001,18.1,18.4,77.9,47.7,93.7,2024,52.0
570.0,University of Côte d’Azur,France,33024.0,20.5,20,56:44:00,42.979,28.4,22.0,65.6,62.4,80.6,2024,56.0
571.0,University of Lincoln,United Kingdom,15020.0,16.1,13,55:45:00,42.9565,19.9,18.7,82.2,24.7,80.2,2024,55.0
572.0,Liverpool John Moores University,United Kingdom,23200.0,18.1,16,54:46:00,42.92,21.6,19.3,77.7,35.4,83.0,2024,54.0
573.0,Donghua University,China,23099.0,14.7,6,44:56:00,42.8545,27.8,22.1,72.8,85.3,39.9,2024,44.0
574.0,Central Queensland University,Australia,12874.0,25.6,11,65:35:00,42.832,19.7,26.7,76.0,39.5,65.3,2024,65.0
575.0,Jinan University,China,37555.0,15.0,30,60:40:00,42.779,25.9,22.8,73.5,43.6,63.1,2024,60.0
576.0,Nantes Université,France,36654.0,24.5,9,56:44:00,42.771,29.2,25.2,67.2,64.1,55.0,2024,56.0
577.0,Pusan National University,South Korea,17195.0,16.9,10,55:45:00,42.732,39.2,39.1,45.1,86.6,37.8,2024,55.0
578.0,"China University of Petroleum, Beijing",China,18061.0,18.6,7,,42.7065,31.6,37.5,56.6,81.8,30.1,2024,
579.0,The University of Tulsa,United States,4110.0,10.8,9,49:51:00,42.6685,36.1,17.2,71.9,52.9,44.6,2024,49.0
580.0,University of Denver,United States,10367.0,13.6,5,60:40:00,42.6495,39.9,24.3,64.2,55.8,31.2,2024,60.0
581.0,ENSTA Bretagne,France,652.0,8.6,18,26 : 74,42.5345,39.4,28.6,48.1,75.5,68.9,2024,26.0
582.0,National Taiwan Normal University,Taiwan,10878.0,12.3,12,,42.51299999999999,35.0,32.0,51.4,92.7,50.4,2024,
583.0,Tabriz University of Medical Sciences,Iran,8065.0,9.3,2,54:46:00,42.455,43.0,15.1,73.1,29.9,30.2,2024,54.0
584.0,University of Ulsan,South Korea,12223.0,10.8,4,48:52:00,42.441,29.4,26.6,69.0,86.6,25.2,2024,48.0
585.0,University of Crete,Greece,14119.0,26.5,4,63:37:00,42.4085,19.9,25.7,76.5,64.5,47.4,2024,63.0
586.0,Anna University,India,12824.0,13.1,1,41:59:00,42.357000000000006,32.0,26.3,72.4,51.0,20.4,2024,41.0
587.0,National Yunlin University of Science and Technology,Taiwan,9151.0,21.5,6,43:57:00,42.3485,20.5,27.3,74.6,69.1,43.2,2024,43.0
588.0,Alfaisal University,Saudi Arabia,3274.0,10.8,32,56:44:00,42.339,24.1,15.2,72.7,42.1,97.7,2024,56.0
589.0,UiT The Arctic University of Norway,Norway,15114.0,10.6,8,57:43:00,42.3005,27.7,22.1,68.8,54.0,65.6,2024,57.0
590.0,Taif University,Saudi Arabia,36059.0,19.4,3,55:45:00,42.2965,18.3,17.8,84.1,20.9,75.6,2024,55.0
591.0,Lebanese American University,Lebanon,7100.0,10.1,17,52:48:00,42.25149999999999,26.7,13.2,76.4,32.8,84.2,2024,52.0
592.0,The University of Texas at San Antonio,United States,28469.0,26.4,3,52:48:00,42.234,21.0,22.5,79.2,63.6,42.8,2024,52.0
593.0,Southern Cross University,Australia,10381.0,48.7,23,66:34:00,42.225,23.5,27.7,65.4,52.8,73.7,2024,66.0
594.0,University of Salerno,Italy,26142.0,26.5,2,55:45:00,42.19749999999999,21.9,24.4,79.2,52.4,37.4,2024,55.0
595.0,Ben-Gurion University of the Negev,Israel,17265.0,21.3,2,52:48:00,42.085,34.1,30.6,59.0,71.6,34.5,2024,52.0
596.0,Sciences Po,France,12445.0,42.6,32,63:37:00,42.045,32.4,25.6,60.1,17.2,84.6,2024,63.0
597.0,University of the West of England,United Kingdom,26890.0,15.9,25,52:48:00,41.98549999999999,19.5,15.0,82.6,30.2,78.6,2024,52.0
598.0,University of Calabria,Italy,12784.0,16.1,5,62:38:00,41.9665,34.9,19.5,69.6,47.4,43.2,2024,62.0
599.0,Rovira i Virgili University,Spain,13656.0,13.3,13,60:40:00,41.96549999999999,27.4,24.3,68.1,49.7,58.9,2024,60.0
600.0,University of the Sunshine Coast,Australia,11542.0,29.8,13,69:31:00,41.93299999999999,20.9,27.7,70.2,37.3,69.1,2024,69.0
601.0,Bar-Ilan University,Israel,19599.0,19.0,4,61:39:00,41.911,30.0,34.1,54.1,85.8,46.8,2024,61.0
602.0,Hamburg University of Technology,Germany,4246.0,26.4,23,29 : 71,41.88199999999999,37.6,24.5,53.0,79.5,61.4,2024,29.0
603.0,University of Granada,Spain,55523.0,14.7,9,59:41:00,41.8645,28.5,26.6,65.7,52.2,52.6,2024,59.0
604.0,Harokopio University of Athens,Greece,3053.0,44.9,3,52:48:00,41.79900000000001,25.1,27.4,72.9,37.4,41.1,2024,52.0
605.0,Egypt-Japan University of Science and Technology (E-JUST),Egypt,1751.0,18.4,3,32 : 68,41.7835,34.2,27.6,62.4,27.7,51.5,2024,32.0
606.0,University of New Brunswick UNB,Canada,8308.0,15.0,14,53:47:00,41.78099999999999,24.3,25.0,62.4,64.0,81.1,2024,53.0
607.0,University of Udine,Italy,13023.0,19.3,5,55:45:00,41.7745,28.5,20.2,73.1,61.1,41.8,2024,55.0
608.0,Ewha Womans University,South Korea,13999.0,16.7,15,100:00:00,41.711,37.6,35.3,44.5,82.8,49.6,2024,100.0
609.0,University of Lille,France,79372.0,31.5,13,61:39:00,41.6835,32.5,23.2,58.6,67.2,68.0,2024,61.0
610.0,Örebro University,Sweden,10132.0,15.6,5,62:38:00,41.6715,20.1,22.5,77.9,43.8,54.6,2024,62.0
611.0,Lehigh University,United States,6518.0,11.2,17,46:54:00,41.61899999999999,33.0,22.5,57.6,63.6,73.8,2024,46.0
612.0,Chulalongkorn University,Thailand,34552.0,12.7,3,56:44:00,41.596,36.7,32.2,50.2,76.6,44.1,2024,56.0
613.0,Near East University,Northern Cyprus,23137.0,29.2,86,45:55:00,41.5785,25.9,18.8,66.6,49.9,86.8,2024,45.0
614.0,Jagiellonian University,Poland,34309.0,8.8,11,67:33:00,41.571000000000005,38.4,29.0,55.7,46.7,43.4,2024,67.0
615.0,Banaras Hindu University,India,12620.0,8.0,3,43:57:00,41.547,47.2,16.4,66.4,26.8,25.0,2024,43.0
616.0,COMSATS University Islamabad,Pakistan,34323.0,16.0,1,42:58:00,41.5245,17.9,16.6,88.2,30.5,50.0,2024,42.0
617.0,University of Tuscia,Italy,6223.0,20.0,4,52:48:00,41.493,21.4,22.6,77.3,54.9,43.2,2024,52.0
618.0,University of Haifa,Israel,17353.0,18.4,3,66:34:00,41.46699999999999,23.9,30.1,68.4,64.5,34.5,2024,66.0
619.0,Konkuk University,South Korea,12805.0,25.2,15,48:52:00,41.456,32.2,37.6,49.1,73.7,45.0,2024,48.0
620.0,Paris Lodron Universität Salzburg,Austria,6307.0,10.0,35,67:33:00,41.445,31.6,23.4,55.0,45.8,93.4,2024,67.0
621.0,University of Insubria,Italy,10244.0,27.5,5,56:44:00,41.4225,19.7,22.7,80.4,43.2,42.4,2024,56.0
622.0,Marche Polytechnic University,Italy,14332.0,28.9,5,47:53:00,41.374,23.2,22.6,75.6,64.9,36.0,2024,47.0
623.0,Clark University,United States,3217.0,12.2,27,59:41:00,41.3665,26.6,20.8,66.8,54.0,70.5,2024,59.0
624.0,Eastern Mediterranean University,Northern Cyprus,13809.0,25.4,75,44:56:00,41.3165,26.0,15.2,73.8,35.9,75.5,2024,44.0
625.0,"Northeastern University, China",China,39996.0,13.2,3,,41.23199999999999,31.5,28.1,57.8,73.7,46.7,2024,
626.0,University of Minho,Portugal,20001.0,19.5,13,56:44:00,41.216,26.3,30.3,59.3,74.7,51.9,2024,56.0
627.0,ISCTE-University Institute of Lisbon,Portugal,10353.0,26.7,17,52:48:00,41.21399999999999,26.4,35.7,56.3,55.2,53.0,2024,52.0
